school_id,year,first_lang_not_eng_num,first_lang_not_eng_per,ELL_num,ELL_per,disabilities_num,disabilities_per,low_inc_num,low_inc_per
230505,2017,85,9.6,9,1,142,16,69,7.8
230305,2017,92,16.5,24,4.3,95,17.1,49,8.8
230010,2017,121,20.2,62,10.4,52,8.7,56,9.4
230012,2017,96,17,44,7.8,101,17.8,44,7.8
240505,2017,17,2.4,1,0.1,85,12,96,13.5
240006,2017,10,1.7,4,0.7,120,20.8,104,18
240005,2017,0,0,0,0,26,15.3,39,22.9
240025,2017,12,3,1,0.3,73,18.5,76,19.2
240018,2017,10,2,10,2,105,21,116,23.2
250003,2017,2,2.1,0,0,36,37.5,15,15.6
250505,2017,22,3,8,1.1,143,19.4,115,15.6
250315,2017,32,4.5,7,1,125,17.6,123,17.3
250510,2017,0,0,0,0,25,73.5,15,44.1
250020,2017,7,2.1,3,0.9,46,13.7,58,17.3
250025,2017,16,4.7,13,3.8,46,13.5,73,21.3
260505,2017,209,16.5,26,2.1,72,5.7,82,6.5
260015,2017,114,31.4,49,13.5,26,7.2,47,12.9
260010,2017,71,19,46,12.3,21,5.6,22,5.9
260035,2017,147,22.9,63,9.8,70,10.9,51,8
260005,2017,117,25,57,12.2,38,8.1,21,4.5
260305,2017,289,21.3,38,2.8,139,10.2,102,7.5
4200205,2017,57,16.4,11,3.2,44,12.7,171,49.3
4470205,2017,73,16.3,11,2.5,48,10.7,24,5.4
35110205,2017,87,33.9,35,13.6,42,16.3,161,62.6
270010,2017,0,0,0,0,74,13.8,99,18.4
270305,2017,1,0.3,1,0.3,71,18.1,43,11
4140305,2017,9,2.5,6,1.7,75,21.1,149,41.9
6180505,2017,30,5.5,6,1.1,77,14.1,121,22.1
6180310,2017,25,6.5,7,1.8,68,17.6,97,25.1
6180035,2017,34,9.7,23,6.5,72,20.5,116,33
280005,2017,21,11.1,10,5.3,29,15.3,34,17.9
6200505,2017,32,5.5,7,1.2,93,15.9,55,9.4
300055,2017,113,21.5,90,17.1,75,14.3,165,31.4
300505,2017,53,4.1,26,2,227,17.7,306,23.8
300305,2017,31,3.1,17,1.7,205,20.3,236,23.4
300010,2017,7,2,5,1.4,72,20.1,122,34.1
300015,2017,17,3.7,12,2.6,81,17.5,132,28.4
300033,2017,8,2.1,6,1.6,74,19.4,79,20.7
300002,2017,11,9.8,2,1.8,63,56.3,40,35.7
300040,2017,6,1.5,2,0.5,66,16.9,81,20.7
310505,2017,94,6.8,17,1.2,205,14.9,209,15.2
310030,2017,6,3,0,0,27,13.7,35,17.8
310007,2017,12,4,0,0,52,17.2,57,18.8
310026,2017,79,16.6,25,5.2,65,13.6,83,17.4
310012,2017,8,2.5,0,0,31,9.7,38,11.8
310310,2017,30,5.6,0,0,103,19.2,69,12.9
310305,2017,49,7.9,8,1.3,120,19.3,107,17.2
310015,2017,30,5.9,4,0.8,92,18.1,93,18.3
310005,2017,36,6.6,13,2.4,69,12.7,86,15.9
8050605,2017,9,0.7,3,0.2,118,9.8,121,10
6220015,2017,19,6.5,13,4.5,56,19.2,58,19.9
6220505,2017,17,3.8,6,1.3,65,14.5,80,17.9
6220405,2017,22,5.1,9,2.1,59,13.7,87,20.1
6220008,2017,38,13,33,11.3,44,15.1,66,22.6
6220010,2017,11,3.9,8,2.8,72,25.4,66,23.3
8060605,2017,61,7,2,0.2,220,25.4,197,22.7
350541,2017,107,48,38,17,49,22,137,61.4
350003,2017,103,64.8,94,59.1,37,23.3,50,31.4
350021,2017,98,29.8,86,26.1,48,14.6,130,39.5
350390,2017,332,56.8,272,46.5,138,23.6,424,72.5
350548,2017,154,78.2,147,74.6,14,7.1,101,51.3
350546,2017,160,35.8,20,4.5,60,13.4,195,43.6
350755,2017,76,39.4,30,15.5,34,17.6,128,66.3
350558,2017,305,61,123,24.6,110,22,280,56
350507,2017,378,100,301,79.6,16,4.2,228,60.3
350560,2017,785,32.7,78,3.2,50,2.1,377,15.7
350545,2017,706,41.6,31,1.8,50,2.9,538,31.7
350012,2017,72,24.3,40,13.5,64,21.6,118,39.9
350505,2017,481,59.3,337,41.6,193,23.8,495,61
350036,2017,16,55.2,9,31,29,100,22,75.9
350054,2017,188,37.1,165,32.5,76,15,346,68.2
350052,2017,252,45.2,225,40.3,117,21,309,55.4
350515,2017,563,61.9,378,41.5,230,25.3,572,62.9
350430,2017,229,68.4,142,42.4,106,31.6,196,58.5
350518,2017,7,15.9,4,9.1,8,18.2,32,72.7
350581,2017,167,45.8,113,31,132,36.2,244,66.8
350020,2017,450,47.5,346,36.5,248,26.2,495,52.2
350062,2017,236,76.4,206,66.7,65,21,174,56.3
350066,2017,57,59.4,47,49,10,10.4,32,33.3
350072,2017,194,44.3,164,37.4,60,13.7,331,75.6
350074,2017,201,65,149,48.2,40,12.9,190,61.5
350077,2017,102,22.6,79,17.5,140,31,187,41.4
350080,2017,621,84.8,435,59.4,95,13,368,50.3
350651,2017,33,33.3,8,8.1,34,34.3,72,72.7
350008,2017,107,56.6,102,54,40,21.2,119,63
350266,2017,57,26.3,56,25.8,56,25.8,81,37.3
350426,2017,127,25.1,58,11.5,215,42.6,276,54.7
350009,2017,108,63.5,94,55.3,38,22.4,84,49.4
350530,2017,"1,147",76.7,649,43.4,230,15.4,688,46
350375,2017,421,61.2,334,48.5,151,21.9,407,59.2
350088,2017,130,46.8,97,34.9,41,14.7,174,62.6
350006,2017,49,43,46,40.4,26,22.8,53,46.5
350096,2017,90,16.1,54,9.7,113,20.3,114,20.4
350100,2017,67,27.5,58,23.8,55,22.5,85,34.8
350522,2017,283,53.9,156,29.7,144,27.4,339,64.6
350540,2017,183,50.8,72,20,71,19.7,174,48.3
350116,2017,138,30.5,81,17.9,114,25.2,198,43.7
350326,2017,268,66.8,196,48.9,93,23.2,206,51.4
350122,2017,72,32.4,55,24.8,73,32.9,107,48.2
350543,2017,124,55.1,54,24,29,12.9,135,60
350200,2017,279,56.4,233,47.1,107,21.6,369,74.5
350010,2017,94,50.3,89,47.6,25,13.4,128,68.4
350135,2017,66,27.6,49,20.5,12,5,158,66.1
350015,2017,76,43.9,71,41,50,28.9,131,75.7
350377,2017,96,27,69,19.4,96,27,280,78.9
350750,2017,54,60,40,44.4,88,97.8,66,73.3
350141,2017,229,84.2,200,73.5,34,12.5,145,53.3
350013,2017,368,48.1,280,36.6,162,21.2,483,63.1
350146,2017,366,43.3,288,34,184,21.7,547,64.7
350154,2017,63,21.3,52,17.6,78,26.4,201,67.9
350156,2017,284,71.4,252,63.3,36,9,198,49.7
350485,2017,219,59,139,37.5,89,24,261,70.4
350153,2017,369,57.8,304,47.6,129,20.2,437,68.5
350525,2017,243,49.7,168,34.4,59,12.1,299,61.1
350172,2017,40,23.3,33,19.2,21,12.2,82,47.7
350166,2017,220,57.6,195,51,59,15.4,262,68.6
350179,2017,246,55.4,134,30.2,107,24.1,322,72.5
350180,2017,117,35.6,84,25.5,41,12.5,235,71.4
350182,2017,230,65.2,188,53.3,42,11.9,183,51.8
350183,2017,176,27.5,114,17.8,233,36.5,424,66.4
350184,2017,20,12.7,12,7.6,51,32.3,48,30.4
350181,2017,92,34.3,81,30.2,101,37.7,215,80.2
350286,2017,564,66,493,57.7,132,15.5,470,55
350190,2017,100,23,52,12,96,22.1,105,24.1
350376,2017,141,28.8,108,22,86,17.6,377,76.9
350001,2017,57,30.5,54,28.9,43,23,126,67.4
350383,2017,285,54.9,215,41.4,151,29.1,359,69.2
350262,2017,177,30.4,111,19.1,105,18,157,27
350004,2017,32,23,8,5.8,47,33.8,43,30.9
350655,2017,43,34.1,12,9.5,52,41.3,62,49.2
350537,2017,480,57.1,283,33.7,293,34.8,573,68.1
350215,2017,171,59.8,109,38.1,38,13.3,126,44.1
350549,2017,240,84.5,144,50.7,32,11.3,183,64.4
350656,2017,725,78.6,495,53.7,146,15.8,491,53.3
350227,2017,306,49.6,269,43.6,84,13.6,372,60.3
350226,2017,226,35.6,195,30.8,133,21,439,69.2
350229,2017,197,42.4,157,33.8,70,15.1,351,75.5
350231,2017,62,26.1,44,18.5,23,9.7,201,84.5
350378,2017,183,36.2,131,25.9,116,23,347,68.7
350382,2017,48,22.1,37,17.1,72,33.2,102,47
350237,2017,44,25.1,36,20.6,34,19.4,68,38.9
350243,2017,41,23.6,26,14.9,22,12.6,110,63.2
350542,2017,104,32.5,19,5.9,52,16.3,170,53.1
350138,2017,79,21.5,64,17.4,106,28.8,263,71.5
350575,2017,762,53,51,3.5,50,3.5,643,44.7
350255,2017,50,22.5,42,18.9,50,22.5,96,43.2
350257,2017,592,66.8,481,54.3,110,12.4,598,67.5
350264,2017,262,88.2,221,74.4,44,14.8,149,50.2
350268,2017,241,58.1,223,53.7,59,14.2,329,79.3
350014,2017,49,24.1,47,23.2,19,9.4,138,68
350278,2017,97,34.6,70,25,58,20.7,132,47.1
350565,2017,345,68.2,82,16.2,86,17,322,63.6
350691,2017,310,76.2,249,61.2,27,6.6,239,58.7
350240,2017,447,47.3,236,24.9,144,15.2,415,43.9
350298,2017,55,32.4,46,27.1,32,18.8,86,50.6
350302,2017,227,77.2,212,72.1,62,21.1,149,50.7
350304,2017,84,36.4,62,26.8,67,29,145,62.8
350308,2017,246,61.7,191,47.9,99,24.8,278,69.7
350690,2017,231,52.6,83,18.9,90,20.5,275,62.6
350657,2017,441,45.4,221,22.7,215,22.1,647,66.6
350535,2017,300,54.2,209,37.8,109,19.7,361,65.3
350328,2017,129,38.9,120,36.1,57,17.2,225,67.8
350167,2017,342,45.1,252,33.2,101,13.3,548,72.2
350579,2017,161,37.3,55,12.7,113,26.2,238,55.1
350346,2017,129,22.2,72,12.4,92,15.8,253,43.5
350445,2017,130,37.8,62,18,91,26.5,209,60.8
350658,2017,254,51.2,131,26.4,106,21.4,295,59.5
350366,2017,259,67.3,228,59.2,43,11.2,228,59.2
350360,2017,74,30.3,54,22.1,21,8.6,141,57.8
350258,2017,253,42,151,25.1,118,19.6,279,46.3
350363,2017,94,27.9,73,21.7,324,96.1,251,74.5
350370,2017,104,19.4,88,16.4,86,16,401,74.8
350374,2017,115,47.3,74,30.5,31,12.8,107,44
350380,2017,220,37.8,176,30.2,134,23,385,66.2
4490305,2017,76,11.2,23,3.4,122,17.9,200,29.4
4240505,2017,49,12.1,37,9.2,110,27.2,227,56.2
4110305,2017,157,33,62,13,96,20.2,291,61.1
4160305,2017,83,20,42,10.1,92,22.2,162,39
4810550,2017,186,19.5,66,6.9,120,12.6,461,48.3
360505,2017,5,1.1,1,0.2,73,16.7,108,24.8
360325,2017,12,1.7,4,0.6,105,14.8,156,21.9
360005,2017,0,0,0,0,78,18,117,27
360010,2017,4,1.1,4,1.1,58,16.3,103,29
380005,2017,2,0.6,1,0.3,56,17.1,12,3.7
380013,2017,7,1.6,5,1.2,86,20.1,16,3.7
390005,2017,24,8.2,8,2.7,30,10.2,25,8.5
400033,2017,62,14.7,41,9.7,71,16.9,119,28.3
400505,2017,198,11.3,52,3,371,21.1,314,17.9
400050,2017,88,31.2,43,15.2,35,12.4,91,32.3
400305,2017,77,10.5,15,2,148,20.2,146,19.9
400015,2017,38,8.9,16,3.8,73,17.2,47,11.1
400005,2017,74,17,27,6.2,122,28,63,14.5
400025,2017,69,15.4,33,7.4,63,14.1,50,11.2
400020,2017,65,17.5,28,7.5,70,18.9,63,17
400009,2017,53,20.2,24,9.2,30,11.5,53,20.2
400310,2017,72,10.6,14,2.1,140,20.7,106,15.7
410010,2017,12,5.2,5,2.1,42,18,56,24
410005,2017,7,2.7,6,2.3,36,13.9,69,26.6
4170205,2017,113,42.3,68,25.5,52,19.5,146,54.7
6250320,2017,7,1.4,2,0.4,67,13.2,61,12.1
6250505,2017,37,2.4,12,0.8,149,9.9,181,12
6250050,2017,12,2.4,5,1,75,15,87,17.4
6250020,2017,12,3.7,10,3.1,36,11.1,73,22.5
6250002,2017,30,3,17,1.7,181,17.9,169,16.7
6250315,2017,36,5.2,5,0.7,86,12.4,116,16.8
6250415,2017,0,0,0,0,11,100,4,36.4
6250300,2017,26,3.3,11,1.4,135,17,138,17.4
430005,2017,0,0,0,0,37,13,50,17.5
9100705,2017,7,1.5,0,0,59,12.6,80,17.1
8100605,2017,42,3.2,2,0.2,245,18.8,341,26.2
440421,2017,160,32.9,92,18.9,83,17,221,45.4
440007,2017,45,20.5,30,13.7,14,6.4,153,69.9
440515,2017,42,23.7,17,9.6,62,35,114,64.4
440505,2017,"1,973",46.3,761,17.8,509,11.9,"1,997",46.8
440010,2017,261,41.3,216,34.2,66,10.4,333,52.7
440110,2017,121,18.5,57,8.7,177,27,420,64.1
440001,2017,215,26.6,98,12.1,146,18.1,525,65
440405,2017,308,57,208,38.5,113,20.9,328,60.7
440023,2017,402,38.6,229,22,81,7.8,591,56.7
440520,2017,98,64.1,80,52.3,21,13.7,83,54.2
440080,2017,15,42.9,6,17.1,15,42.9,28,80
440050,2017,39,13.5,4,1.4,164,56.9,139,48.3
440400,2017,7,14.6,5,10.4,48,100,38,79.2
440045,2017,128,19.2,52,7.8,40,6,309,46.3
440055,2017,278,50.4,193,35,39,7.1,349,63.2
440017,2017,165,27.3,115,19,65,10.7,263,43.5
440422,2017,250,36.1,88,12.7,94,13.6,315,45.5
440065,2017,320,36.2,186,21.1,166,18.8,485,54.9
440003,2017,411,46.1,300,33.7,157,17.6,492,55.2
440002,2017,199,26.3,134,17.7,103,13.6,367,48.5
440410,2017,303,53.7,189,33.5,91,16.1,341,60.5
440078,2017,422,48.6,295,34,75,8.6,567,65.3
440415,2017,169,32.9,70,13.6,88,17.2,262,51.1
440420,2017,177,28.1,48,7.6,115,18.3,306,48.6
4280305,2017,594,36.9,107,6.7,143,8.9,730,45.4
450005,2017,5,1.6,2,0.6,24,7.5,78,24.5
460001,2017,13,21.7,8,13.3,8,13.3,4,6.7
460002,2017,18,28.1,10,15.6,20,31.3,6,9.4
460505,2017,572,28.5,75,3.7,326,16.2,235,11.7
460005,2017,283,37,100,13.1,107,14,62,8.1
460015,2017,323,40.5,122,15.3,118,14.8,96,12
460025,2017,130,22.5,33,5.7,53,9.2,28,4.8
460045,2017,155,25.3,47,7.7,118,19.2,29,4.7
460030,2017,281,39.5,153,21.5,91,12.8,74,10.4
460020,2017,149,24.8,55,9.2,91,15.2,36,6
460040,2017,258,30.2,127,14.9,76,8.9,81,9.5
460060,2017,22,32.4,15,22.1,17,25,9,13.2
460035,2017,175,30.4,82,14.2,106,18.4,82,14.2
480505,2017,183,16.6,15,1.4,118,10.7,91,8.3
480007,2017,84,21.6,27,7,45,11.6,34,8.8
480035,2017,105,19.8,39,7.4,60,11.3,67,12.7
480303,2017,102,12.4,11,1.3,92,11.2,81,9.9
480015,2017,77,19.9,23,6,51,13.2,47,12.2
480020,2017,52,17.7,34,11.6,35,11.9,33,11.2
490006,2017,149,39.3,22,5.8,45,11.9,73,19.3
490506,2017,504,25.8,105,5.4,325,16.6,535,27.4
490305,2017,63,24.1,9,3.4,73,28,87,33.3
490007,2017,52,16.7,16,5.1,48,15.4,86,27.7
490090,2017,61,23.5,29,11.2,71,27.3,113,43.5
490080,2017,198,50.5,143,36.5,71,18.1,90,23
490020,2017,77,30.4,19,7.5,46,18.2,63,24.9
490065,2017,88,30.2,8,2.7,47,16.2,77,26.5
490040,2017,104,39.1,68,25.6,38,14.3,95,35.7
490035,2017,75,23.1,19,5.8,86,26.5,89,27.4
490005,2017,74,20.8,16,4.5,76,21.3,83,23.3
490030,2017,101,31.9,21,6.6,48,15.1,81,25.6
490045,2017,64,20.9,21,6.9,86,28.1,115,37.6
490050,2017,67,21.2,13,4.1,70,22.2,77,24.4
490310,2017,56,21.4,3,1.1,68,26,109,41.6
490315,2017,46,16.7,4,1.5,73,26.5,77,28
490320,2017,98,36.6,24,9,64,23.9,82,30.6
500505,2017,49,5.2,10,1.1,73,7.7,110,11.6
500020,2017,34,6.9,24,4.9,42,8.5,79,16.1
500017,2017,20,4,18,3.6,60,11.9,44,8.7
500012,2017,22,4.4,13,2.6,44,8.8,76,15.1
500010,2017,6,6.7,0,0,35,38.9,14,15.6
500305,2017,49,6.2,13,1.7,107,13.6,122,15.5
4320530,2017,2,0.8,2,0.8,32,13.2,35,14.4
8150605,2017,27,4.3,18,2.9,170,27.3,223,35.8
510025,2017,39,6.6,19,3.2,76,12.9,15,2.5
520015,2017,6,0.8,6,0.8,139,17.6,177,22.4
520405,2017,4,0.5,3,0.4,168,20.1,150,17.9
6350005,2017,1,0.8,0,0,27,21.6,34,27.2
6350025,2017,7,1.7,6,1.4,66,15.6,149,35.3
6350035,2017,0,0,0,0,15,11.2,50,37.3
6350305,2017,2,0.5,2,0.5,59,14.9,125,31.6
6350505,2017,8,1.5,3,0.6,58,10.7,115,21.2
560030,2017,44,8.9,24,4.8,72,14.5,70,14.1
560005,2017,54,12.4,28,6.5,65,15,51,11.8
560025,2017,73,15.5,27,5.7,63,13.4,90,19.1
560505,2017,124,8.4,10,0.7,187,12.6,128,8.6
560305,2017,94,13,9,1.2,130,17.9,80,11
560001,2017,21,15.4,0,0,65,47.8,15,11
560310,2017,98,11.5,23,2.7,143,16.8,92,10.8
560015,2017,52,13.7,25,6.6,39,10.3,33,8.7
570505,2017,"1,348",87.2,483,31.3,143,9.3,721,46.7
570050,2017,475,87.2,15,2.8,75,13.8,309,56.7
570030,2017,442,74.8,229,38.7,64,10.8,375,63.5
570045,2017,414,79.8,28,5.4,98,18.9,319,61.5
570040,2017,427,72.7,181,30.8,63,10.7,361,61.5
570035,2017,456,79.9,163,28.5,69,12.1,301,52.7
570055,2017,516,89.6,299,51.9,49,8.5,306,53.1
570003,2017,684,79.3,418,48.4,96,11.1,462,53.5
570025,2017,394,72.8,126,23.3,76,14,337,62.3
6320025,2017,0,0,0,0,31,22.1,37,26.4
610003,2017,80,18.8,63,14.8,80,18.8,212,49.9
610010,2017,41,15.2,39,14.5,45,16.7,174,64.7
610305,2017,106,13.5,32,4.1,153,19.4,414,52.5
610015,2017,83,18.4,51,11.3,84,18.6,300,66.4
610020,2017,4,1.1,0,0,39,10.7,137,37.4
610021,2017,21,19.8,2,1.9,42,39.6,82,77.4
610510,2017,181,12.7,44,3.1,227,15.9,607,42.4
610505,2017,159,16.8,37,3.9,190,20.1,449,47.4
610310,2017,91,11.8,45,5.9,158,20.5,398,51.8
610050,2017,65,14.5,37,8.3,62,13.8,308,68.8
610090,2017,95,24.3,40,10.2,66,16.9,278,71.1
610040,2017,4,1.3,1,0.3,28,9.2,144,47.2
610022,2017,39,9.2,27,6.4,84,19.9,216,51.2
610065,2017,4,1.4,0,0,54,19,106,37.3
610001,2017,28,10,0,0,122,43.4,136,48.4
4180305,2017,52,13.2,13,3.3,93,23.5,75,19
4370505,2017,85,30.5,29,10.4,63,22.6,157,56.3
35040505,2017,84,29.9,31,11,68,24.2,149,53
35070505,2017,59,33.3,20,11.3,56,31.6,126,71.2
630010,2017,0,0,0,0,34,19.7,63,36.4
640050,2017,143,20.3,69,9.8,128,18.1,262,37.1
640305,2017,142,20.3,43,6.1,139,19.9,227,32.4
640505,2017,127,27.3,19,4.1,91,19.5,155,33.3
4380505,2017,53,14.8,0,0,79,22,186,51.8
650505,2017,3,0.4,1,0.1,103,12.3,36,4.3
650005,2017,1,0.3,0,0,47,12.3,17,4.5
650010,2017,1,0.3,1,0.3,31,8.5,18,4.9
35030205,2017,299,46.3,119,18.4,75,11.6,258,39.9
4360305,2017,93,24.9,9,2.4,71,19,130,34.8
4260205,2017,217,77.5,166,59.3,27,9.6,142,50.7
4400205,2017,294,73.5,163,40.8,42,10.5,193,48.3
4310205,2017,158,56.4,125,44.6,24,8.6,136,48.6
670005,2017,43,9.1,15,3.2,59,12.5,42,8.9
670305,2017,38,5.3,3,0.4,114,15.9,42,5.9
670020,2017,32,6.9,11,2.4,93,19.9,19,4.1
670030,2017,22,4.9,12,2.6,56,12.4,13,2.9
6400505,2017,64,5,5,0.4,211,16.5,69,5.4
4390050,2017,67,14.9,47,10.4,54,12,191,42.4
680005,2017,1,0.7,0,0,26,18.4,33,23.4
710505,2017,29,3,6,0.6,135,13.9,138,14.2
710015,2017,4,1.3,3,1,19,6.3,45,14.9
710010,2017,11,2.9,10,2.7,45,12,65,17.4
710305,2017,20,2.4,2,0.2,136,16.2,126,15
710032,2017,3,1,1,0.3,30,10.5,49,17.1
710030,2017,9,3.2,7,2.5,82,29.5,60,21.6
710045,2017,4,1.2,4,1.2,54,16.5,64,19.6
720005,2017,6,3.7,6,3.7,29,18,37,23
720505,2017,50,4.7,11,1,106,10,168,15.8
720050,2017,43,4.5,7,0.7,124,12.8,187,19.4
720030,2017,30,7,18,4.2,47,11,129,30.1
720040,2017,34,5.5,17,2.8,99,16,138,22.4
720015,2017,25,6,24,5.7,53,12.6,70,16.7
730010,2017,62,20.1,44,14.3,66,21.4,119,38.6
730505,2017,96,13,28,3.8,113,15.2,133,18
730305,2017,74,11.7,23,3.6,155,24.6,121,19.2
730005,2017,32,11.3,20,7.1,46,16.3,66,23.4
730025,2017,21,7.6,14,5,50,18,33,11.9
730030,2017,32,11.8,15,5.5,45,16.5,39,14.3
730045,2017,34,18.6,19,10.4,37,20.2,51,27.9
740015,2017,12,3,6,1.5,75,18.7,79,19.7
6450505,2017,143,14.3,45,4.5,175,17.4,344,34.3
6450005,2017,46,13,43,12.2,56,15.9,172,48.7
6450015,2017,72,23.5,44,14.4,59,19.3,138,45.1
6450305,2017,55,13,28,6.6,84,19.9,176,41.6
6450050,2017,92,17.9,43,8.4,105,20.4,210,40.9
6450025,2017,66,15.5,46,10.8,43,10.1,159,37.4
6500005,2017,0,0,0,0,54,12.9,64,15.2
6500305,2017,1,0.3,0,0,46,11.6,53,13.4
6500505,2017,11,1.2,0,0,121,13,130,14
6500310,2017,7,1.2,1,0.2,88,15.3,80,13.9
6500010,2017,7,1.2,3,0.5,38,6.7,69,12.2
770015,2017,1,0.2,0,0,73,18.1,65,16.1
770505,2017,1,0.3,1,0.3,70,17.8,50,12.7
770305,2017,1,0.3,0,0,50,13.9,62,17.2
770005,2017,0,0,0,0,43,18.7,33,14.3
780005,2017,29,6,12,2.5,72,14.9,13,2.7
6550505,2017,14,2.1,3,0.5,76,11.7,22,3.4
6550405,2017,25,4.8,3,0.6,67,12.8,16,3.1
790035,2017,17,3.7,10,2.2,68,14.7,130,28.1
790505,2017,45,5.6,7,0.9,80,10,111,13.9
790045,2017,12,2.4,9,1.8,86,16.9,141,27.8
790030,2017,11,3.9,5,1.8,44,15.7,78,27.9
790020,2017,11,2,9,1.6,109,20,94,17.2
790410,2017,34,3.8,7,0.8,129,14.3,182,20.2
4070405,2017,103,35.3,52,17.8,33,11.3,146,50
6580020,2017,20,5.7,19,5.5,64,18.4,65,18.7
6580310,2017,25,3.6,1,0.1,82,11.6,104,14.8
6580005,2017,38,10.2,12,3.2,46,12.3,93,24.9
6580305,2017,64,10.4,7,1.1,89,14.4,124,20.1
6580030,2017,41,8.3,11,2.2,66,13.3,90,18.1
6580010,2017,13,5,12,4.6,47,18.1,77,29.7
6580505,2017,64,5.5,8,0.7,121,10.4,200,17.2
820004,2017,8,1.1,3,0.4,111,15.7,40,5.7
820006,2017,7,1.2,3,0.5,87,14.3,40,6.6
820505,2017,8,0.8,2,0.2,124,11.7,58,5.5
820305,2017,11,1.5,5,0.7,96,12.8,41,5.5
830005,2017,4,0.7,3,0.5,87,15.5,96,17.1
830505,2017,7,0.7,5,0.5,155,14.7,148,14.1
830010,2017,2,0.3,2,0.3,161,23.3,124,18
870305,2017,40,6.4,6,1,107,17,108,17.2
870505,2017,46,5.3,10,1.1,130,14.9,119,13.7
870010,2017,30,11.2,8,3,43,16,66,24.5
870013,2017,47,8.3,28,5,86,15.3,114,20.2
870015,2017,12,4,1,0.3,48,16,41,13.7
850005,2017,8,4.4,4,2.2,31,17,53,29.1
860005,2017,12,6.2,11,5.7,36,18.6,59,30.4
860505,2017,34,7.2,8,1.7,73,15.5,130,27.6
860010,2017,13,5.1,5,2,64,25,99,38.7
860020,2017,11,5.7,7,3.6,29,15.1,54,28.1
860305,2017,29,6.5,4,0.9,90,20,134,29.8
880003,2017,11,4.3,11,4.3,33,13,31,12.3
880405,2017,31,3.5,0,0,172,19.4,97,10.9
880020,2017,15,6.4,7,3,14,6,33,14.2
880505,2017,45,3.8,10,0.8,182,15.2,126,10.5
880015,2017,6,1.7,4,1.2,53,15.5,28,8.2
880025,2017,34,4.1,7,0.8,143,17.1,93,11.1
890005,2017,95,27.3,55,15.8,79,22.7,96,27.6
4520505,2017,182,50.7,49,13.6,59,16.4,194,54
910030,2017,0,0,0,0,28,20.6,40,29.4
8170505,2017,89,6.8,4,0.3,277,21.2,274,21
930003,2017,128,61.2,0,0,19,9.1,92,44
930030,2017,26,40,7,10.8,59,90.8,50,76.9
930505,2017,"1,183",58.5,347,17.2,237,11.7,806,39.8
930028,2017,593,63,134,14.2,133,14.1,456,48.4
930038,2017,501,53.8,151,16.2,179,19.2,443,47.6
930018,2017,474,54,121,13.8,169,19.2,390,44.4
930058,2017,643,73.8,239,27.4,85,9.8,450,51.7
930010,2017,461,77.5,145,24.4,58,9.7,308,51.8
930015,2017,365,64.7,65,11.5,135,23.9,295,52.3
4100205,2017,588,61.4,144,15,183,19.1,396,41.4
940010,2017,12,2.8,7,1.6,79,18.1,148,33.9
940505,2017,14,2.3,5,0.8,74,12,133,21.6
940305,2017,20,4.4,6,1.3,55,12,128,27.9
940030,2017,20,3.9,12,2.3,64,12.5,173,33.7
950505,2017,593,27.9,209,9.8,391,18.4,"1,172",55.2
950009,2017,121,16.7,73,10.1,125,17.2,554,76.4
950515,2017,9,36,1,4,2,8,17,68
950017,2017,138,22.1,106,17,154,24.7,491,78.7
950140,2017,13,4.4,7,2.4,33,11.3,133,45.4
950045,2017,127,23.3,76,13.9,114,20.9,417,76.4
950013,2017,247,41.4,203,34,79,13.2,419,70.2
950011,2017,172,24.1,129,18.1,84,11.8,578,81.1
950320,2017,127,16.5,40,5.2,153,19.9,457,59.4
950315,2017,100,16.1,34,5.5,141,22.7,391,62.9
950005,2017,96,12.6,48,6.3,160,21,433,56.7
950335,2017,6,22.2,5,18.5,7,25.9,25,92.6
950325,2017,32,19.8,3,1.9,44,27.2,121,74.7
950145,2017,47,15.5,34,11.2,43,14.1,237,78
950130,2017,55,10.5,26,5,111,21.2,303,57.9
950340,2017,3,9.4,1,3.1,31,96.9,28,87.5
950305,2017,205,37.5,133,24.4,117,21.4,396,72.5
950065,2017,117,15.2,58,7.6,140,18.2,513,66.8
960005,2017,12,3.4,4,1.1,77,21.9,146,41.6
960505,2017,70,7.9,16,1.8,120,13.6,214,24.3
960405,2017,31,5.5,11,1.9,115,20.2,141,24.8
960305,2017,37,6.3,14,2.4,104,17.7,149,25.3
960020,2017,39,8.4,24,5.2,64,13.8,125,26.9
960030,2017,19,6.1,7,2.2,46,14.7,67,21.5
960015,2017,20,6.7,5,1.7,42,14,123,41
6620020,2017,0,0,0,0,19,16.7,38,33.3
970315,2017,174,31.1,24,4.3,125,22.4,355,63.5
970016,2017,171,26.6,80,12.5,158,24.6,413,64.3
970505,2017,423,34.9,86,7.1,263,21.7,654,54
970510,2017,24,14,5,2.9,55,32,104,60.5
970340,2017,199,29.6,69,10.3,140,20.8,376,55.9
970048,2017,290,40.5,95,13.3,124,17.3,391,54.6
970043,2017,145,23.3,99,15.9,105,16.9,366,58.8
970060,2017,222,32.8,130,19.2,169,25,444,65.6
980005,2017,0,0,0,0,21,25.9,21,25.9
4130505,2017,6,2.7,1,0.5,32,14.5,65,29.5
990050,2017,9,3.7,8,3.3,38,15.6,25,10.3
990505,2017,10,1.2,4,0.5,150,17.9,114,13.6
990405,2017,9,1.1,7,0.9,153,18.8,126,15.4
