school_id,year,school,charter,level,town,lat,long
35030205,2017,Collegiate Charter School of Lowell,1,Middle,Lowell,42.6363115,-71.3581109
4360305,2017,Community Charter School of Cambridge,1,High,Cambridge,42.3677264,-71.0852003
4260205,2017,Community Day Charter Public School - Gateway,1,Primary,Lawrence,42.7126662,-71.1449212
4400205,2017,Community Day Charter Public School - Prospect,1,Middle,Lawrence,42.7095206,-71.1677349
4310205,2017,Community Day Charter Public School - R. Kingman Webster,1,Primary,Lawrence,42.7126662,-71.1449212
670005,2017,Alcott,0,Primary,Concord,42.4532925,-71.3461595
670305,2017,Concord Middle,0,Middle,Concord,42.4395368,-71.3956126
670020,2017,Thoreau,0,Primary,Concord,42.451621,-71.3973703
670030,2017,Willard,0,Primary,Concord,42.429251,-71.382042
4390050,2017,Conservatory Lab Charter School,1,Middle,Dorchester,42.2774114,-71.0654026
680005,2017,Conway Grammar,0,Primary,Conway,42.5130343,-72.6763439
710015,2017,Great Oak,0,Primary,Danvers,42.5700146,-70.9484571
710010,2017,Highlands,0,Primary,Danvers,42.564421,-70.9593193
710305,2017,Holten Richmond Middle School,0,Middle,Danvers,42.5677556,-70.9293234
710032,2017,Ivan G Smith,0,Primary,Danvers,42.5876412,-70.9538441
710030,2017,Riverside,0,Primary,Danvers,42.5603755,-70.9233788
710045,2017,Willis E Thorpe,0,Primary,Danvers,42.5731842,-70.9227837
720050,2017,Dartmouth Middle,0,Middle,North Dartmouth,41.6283702,-70.9648561
720030,2017,George H Potter,0,Primary,North Dartmouth,41.645281,-71.008818
720040,2017,James M. Quinn School,0,Primary,Dartmouth,41.627349,-70.9601598
720015,2017,Joseph Demello,0,Primary,South Dartmouth,41.6051827,-70.9398462
730010,2017,Avery,0,Primary,Dedham,42.2471035,-71.1618401
730305,2017,Dedham Middle School,0,Middle,Dedham,42.2443828,-71.1662705
730025,2017,Greenlodge,0,Primary,Dedham,42.2246616,-71.1559056
730030,2017,Oakdale,0,Primary,Dedham,42.2387033,-71.154899
730045,2017,Riverdale,0,Primary,Dedham,42.270298,-71.1803596
740015,2017,Deerfield Elementary,0,Primary,South Deerfield,42.480992,-72.60839
6450505,2017,Dennis-Yarmouth Regional High,0,High,South Yarmouth,41.6775776,-70.1932971
6450005,2017,Ezra H Baker Innovation School,0,Primary,West Dennis,41.6684998,-70.1526856
6450015,2017,Marguerite E Small Elementary,0,Primary,West Yarmouth,41.6736244,-70.2460958
6450305,2017,Mattacheese Middle School,0,Middle,West Yarmouth,41.6724675,-70.2468577
6450050,2017,N H Wixon Innovation School,0,Primary,South Dennis,0,0
6450025,2017,Station Avenue Elementary,0,Primary,South Yarmouth,41.68029,-70.1975803
6500005,2017,Dighton Elementary,0,Primary,Dighton,41.8354466,-71.1212916
6500305,2017,Dighton Middle School,0,Middle,Dighton,41.8354466,-71.1212916
6500310,2017,Dorothy L Beckwith,0,Middle,Rehoboth,41.8485461,-71.2511198
6500010,2017,Palmer River,0,Primary,Rehoboth,41.8484722,-71.2524267
770015,2017,Douglas Elementary School,0,Primary,Douglas,42.0715655,-71.7029552
770305,2017,Douglas Middle School,0,Middle,Douglas,42.0713794,-71.7027912
780005,2017,Chickering,0,Primary,Dover,42.2512036,-71.2713659
6550405,2017,Dover-Sherborn Regional Middle School,0,Middle,Dover,42.2191892,-71.3231071
790035,2017,Brookside Elementary,0,Primary,Dracut,42.6729872,-71.3417058
790045,2017,George H. Englesby Elementary School,0,Primary,Dracut,42.6761744,-71.3380406
790030,2017,Greenmont Avenue,0,Primary,Dracut,42.6691409,-71.3081331
790020,2017,Joseph A Campbell Elementary,0,Primary,Dracut,42.6631534,-71.2641271
790410,2017,Justus C. Richardson Middle School,0,Middle,Dracut,42.6748951,-71.3403139
4070405,2017,Dudley Street Neighborhood Charter School,1,Primary,Boston,42.3235158,-71.0728512
6580310,2017,Charlton Middle School,0,Middle,Charlton,42.1345554,-71.9425095
6580005,2017,Dudley Elementary,0,Primary,Dudley,42.0566824,-71.8855985
6580305,2017,Dudley Middle School,0,Middle,Dudley,42.054296,-71.914208
6580030,2017,Heritage School,0,Primary,Charlton,42.1292624,-71.9379566
820004,2017,Alden School,0,Primary,Duxbury,42.0467988,-70.6830266
820305,2017,Duxbury Middle,0,Middle,Duxbury,42.0465098,-70.680051
830505,2017,East Bridgewater JR./SR. High School,0,High,East Bridgewater,42.0284758,-70.9545017
830010,2017,Gordon W Mitchell,0,Primary,East Bridgewater,42.0286021,-70.9447419
870305,2017,Birchland Park,0,Middle,East Longmeadow,42.0692937,-72.5076312
870010,2017,Mapleshade,0,Primary,East Longmeadow,42.0722825,-72.507149
870015,2017,Mountain View,0,Primary,East Longmeadow,42.0518131,-72.4829099
850005,2017,Eastham Elementary,0,Primary,Eastham,41.8412949,-69.9737373
860005,2017,Center School,0,Primary,Easthampton,42.2686154,-72.6724441
860010,2017,Maple,0,Primary,Easthampton,42.2647682,-72.6638066
860020,2017,Neil A Pepin,0,Primary,Easthampton,42.2685488,-72.6734603
860305,2017,White Brook Middle School,0,Middle,Easthampton,42.2530453,-72.6718189
880405,2017,Easton Middle School,0,Middle,North Easton,42.0594143,-71.1102459
880025,2017,Richardson Olmsted School,0,Primary,North Easton,42.057977,-71.111183
890005,2017,Edgartown Elementary,0,Middle,Edgartown,41.3899127,-70.5219357
910030,2017,Erving Elementary,0,Primary,Erving,42.5894693,-72.4854948
930030,2017,Devens School,0,High,Everett,42.4083454,-71.0558589
930028,2017,George Keverian School,0,Middle,Everett,42.4088743,-71.0448553
930038,2017,Lafayette School,0,Middle,Everett,42.4219346,-71.0509839
930018,2017,Madeline English School,0,Middle,Everett,42.4134454,-71.0689978
930058,2017,Parlin School,0,Middle,Everett,42.4109288,-71.0507982
930010,2017,Sumner G. Whittier School,0,Middle,Everett,42.40386,-71.057718
930015,2017,Webster School,0,Primary,Everett,42.4124632,-71.0389068
4100205,2017,Excel Academy Charter School,1,High,East Boston,42.382702,-71.018783
940010,2017,East Fairhaven,0,Primary,Fairhaven,41.6499576,-70.8634647
940305,2017,Hastings Middle,0,Middle,Fairhaven,41.6469351,-70.8981203
940030,2017,Leroy Wood,0,Primary,Fairhaven,41.6352085,-70.8824607
950009,2017,Carlton M. Viveiros Elementary School,0,Primary,Fall River,41.6859067,-71.1770178
