School Name,School Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,Student Included,Avg. Scaled Score,SGP,Included In SGP,Ach. PCTL
Melrose - Herbert Clark Hoover,01780017,ELA,          80,66,          21,17,          59,49,          38,31,           3,2,         121,     510.4,          45.0,          79,90
Melrose - Herbert Clark Hoover,01780017,MATH,          97,80,          25,21,          72,60,          22,18,           2,2,         121,     514.5,          47.0,          79,96
Melrose - Horace Mann,01780025,ELA,          84,68,          16,13,          68,55,          40,32,           0,0,         124,     508.7,          38.0,          83,86
Melrose - Horace Mann,01780025,MATH,          96,77,          19,15,          77,62,          27,22,           1,1,         124,     512.5,          49.0,          83,93
Melrose - Lincoln,01780020,ELA,         121,65,          25,13,          96,51,          61,33,           5,3,         187,     507.3,          68.0,         117,81
Melrose - Lincoln,01780020,MATH,         119,64,          31,17,          88,47,          57,30,          11,6,         187,     507.6,          61.0,         117,82
Melrose - Melrose Middle,01780305,ELA,         506,67,          98,13,         408,54,         225,30,          22,3,         753,     507.6,          44.0,         732,82
Melrose - Melrose Middle,01780305,MATH,         429,57,          75,10,         354,47,         297,39,          27,4,         753,     504.3,          38.0,         725,71
Melrose - Roosevelt,01780035,ELA,         121,64,          20,11,         101,54,          61,32,           6,3,         188,     506.5,          35.5,         116,78
Melrose - Roosevelt,01780035,MATH,         131,70,          23,12,         108,58,          49,26,           7,4,         187,     509.4,          54.0,         115,87
Melrose - Winthrop,01780050,ELA,         122,68,          24,13,          98,55,          56,31,           1,1,         179,     508.8,          54.0,         117,86
Melrose - Winthrop,01780050,MATH,         123,69,          28,16,          95,53,          55,31,           1,1,         179,     510.5,          53.0,         117,89
Mendon-Upton - Henry P Clough,07100179,ELA,         112,63,          18,10,          94,53,          62,35,           3,2,         177,     507.6,          51.0,          93,82
Mendon-Upton - Henry P Clough,07100179,MATH,         101,57,          14,8,          87,49,          69,39,           6,3,         176,     505.7,          54.0,          93,76
Mendon-Upton - Memorial School,07100001,ELA,         141,73,          41,21,         100,52,          45,23,           7,4,         193,     514.4,          64.0,          85,97
Mendon-Upton - Memorial School,07100001,MATH,         140,72,          25,13,         115,59,          45,23,           9,5,         194,     510.5,          65.5,          86,89
Mendon-Upton - Miscoe Hill School,07100015,ELA,         486,63,          60,8,         426,55,         252,33,          30,4,         768,     505.2,          49.0,         746,73
Mendon-Upton - Miscoe Hill School,07100015,MATH,         461,60,          69,9,         392,51,         267,35,          38,5,         766,     504.4,          54.0,         746,71
Methuen - Comprehensive Grammar School,01810050,ELA,         353,49,          50,7,         303,42,         277,39,          89,12,         719,     498.2,          60.0,         573,42
Methuen - Comprehensive Grammar School,01810050,MATH,         341,47,          65,9,         276,38,         280,39,          99,14,         720,     499.4,          59.0,         573,50
Methuen - Donald P Timony Grammar,01810060,ELA,         360,43,          21,2,         339,40,         408,48,          75,9,         843,     495.1,          54.5,         694,31
Methuen - Donald P Timony Grammar,01810060,MATH,         369,44,          47,6,         322,38,         402,48,          73,9,         844,     497.8,          63.0,         693,43
Methuen - Marsh Grammar School,01810030,ELA,         382,49,          84,11,         298,38,         324,42,          73,9,         779,     501.0,          60.0,         626,57
Methuen - Marsh Grammar School,01810030,MATH,         393,51,          62,8,         331,43,         318,41,          67,9,         778,     501.5,          61.0,         625,60
Methuen - Tenney Grammar School,01810055,ELA,         339,40,          36,4,         303,36,         406,48,          96,11,         841,     495.7,          50.0,         664,34
Methuen - Tenney Grammar School,01810055,MATH,         379,45,          42,5,         337,40,         359,43,         104,12,         842,     497.9,          57.0,         670,44
Middleborough - Henry B. Burkland Elementary School,01820008,ELA,         165,45,          17,5,         148,41,         167,46,          32,9,         364,     497.4,          35.0,         241,40
Middleborough - Henry B. Burkland Elementary School,01820008,MATH,         181,50,          25,7,         156,43,         150,41,          33,9,         364,     499.3,          35.0,         241,49
Middleborough - John T. Nichols Middle,01820305,ELA,         355,47,          43,6,         312,41,         327,43,          79,10,         761,     497.7,          57.0,         733,41
Middleborough - John T. Nichols Middle,01820305,MATH,         291,38,          22,3,         269,35,         386,51,          84,11,         761,     494.6,          41.5,         726,32
Middleborough - Mary K. Goode Elementary School,01820010,ELA,         130,35,           8,2,         122,33,         192,52,          46,13,         368,     492.6,          29.0,         233,22
Middleborough - Mary K. Goode Elementary School,01820010,MATH,         155,42,          18,5,         137,37,         170,46,          43,12,         368,     496.8,          39.0,         233,39
Middleton - Howe-Manning,01840005,ELA,         272,69,          35,9,         237,60,         116,29,           8,2,         396,     507.6,          56.0,         290,82
Middleton - Howe-Manning,01840005,MATH,         287,72,          57,14,         230,58,         100,25,          10,3,         397,     510.5,          71.0,         289,89
Milford - Stacy Middle,01850305,ELA,         480,51,          53,6,         427,46,         366,39,          89,10,         935,     498.7,          44.0,         889,45
Milford - Stacy Middle,01850305,MATH,         369,39,          45,5,         324,35,         474,51,          94,10,         937,     495.2,          42.0,         888,34
Milford - Woodland,01850090,ELA,         429,46,          33,4,         396,42,         411,44,          95,10,         935,     497.3,          52.0,         601,39
Milford - Woodland,01850090,MATH,         388,42,          33,4,         355,38,         456,49,          90,10,         934,     495.9,          38.0,         599,36
Millbury - Elmwood Street,01860017,ELA,          63,47,           3,2,          60,44,          53,39,          19,14,         135,     496.9,,,38
Millbury - Elmwood Street,01860017,MATH,          52,38,           1,1,          51,38,          66,49,          18,13,         136,     493.8,,,28
Millbury - Millbury Junior/Senior High,01860505,ELA,         113,41,           4,1,         109,40,         143,52,          19,7,         275,     496.2,          34.0,         258,36
Millbury - Millbury Junior/Senior High,01860505,MATH,          96,35,           6,2,          90,33,         162,59,          17,6,         275,     495.7,          28.5,         258,35
Millbury - Raymond E. Shaw Elementary,01860025,ELA,         193,46,          13,3,         180,43,         186,44,          44,10,         423,     496.8,          38.5,         406,37
Millbury - Raymond E. Shaw Elementary,01860025,MATH,         195,46,           8,2,         187,44,         196,46,          32,8,         423,     497.1,          47.0,         408,40
Millis - Clyde F Brown,01870005,ELA,          85,53,          17,11,          68,43,          67,42,           8,5,         160,     502.8,          60.0,          87,64
Millis - Clyde F Brown,01870005,MATH,         104,65,          18,11,          86,54,          52,33,           4,3,         160,     508.4,          65.0,          86,85
Millis - Millis Middle,01870020,ELA,         204,48,          14,3,         190,45,         193,46,          25,6,         422,     499.3,          47.0,         407,48
Millis - Millis Middle,01870020,MATH,         234,55,          41,10,         193,46,         170,40,          20,5,         424,     503.9,          58.0,         412,69
Milton - Charles S Pierce Middle,01890410,ELA,         554,61,          68,8,         486,54,         304,34,          49,5,         907,     504.7,          47.0,         877,71
Milton - Charles S Pierce Middle,01890410,MATH,         609,67,         111,12,         498,55,         256,28,          40,4,         905,     507.9,          58.5,         876,83
Milton - Collicot,01890005,ELA,         192,68,          36,13,         156,55,          81,29,          10,4,         283,     508.4,          66.0,         181,85
Milton - Collicot,01890005,MATH,         201,71,          36,13,         165,58,          70,25,          12,4,         283,     510.3,          66.0,         181,88
Milton - Cunningham School,01890007,ELA,         166,68,          21,9,         145,60,          70,29,           7,3,         243,     508.3,          69.0,         159,84
Milton - Cunningham School,01890007,MATH,         163,67,          27,11,         136,56,          70,29,          10,4,         243,     507.8,          63.0,         159,83
Milton - Glover,01890010,ELA,         228,74,          28,9,         200,65,          76,25,           6,2,         310,     508.5,          51.0,         193,85
Milton - Glover,01890010,MATH,         230,74,          49,16,         181,59,          72,23,           7,2,         309,     512.2,          57.0,         193,93
Milton - Tucker,01890020,ELA,         112,62,          18,10,          94,52,          64,35,           5,3,         181,     504.9,          65.5,         114,72
Milton - Tucker,01890020,MATH,         125,69,          19,11,         106,59,          49,27,           7,4,         181,     507.3,          60.5,         114,81
Mohawk Trail - Buckland-Shelburne Regional,07170005,ELA,          46,47,           0,0,          46,47,          44,45,           7,7,          97,     498.2,          42.0,          63,42
Mohawk Trail - Buckland-Shelburne Regional,07170005,MATH,          43,44,           2,2,          41,42,          47,48,           7,7,          97,     497.3,          61.5,          62,41
Mohawk Trail - Colrain Central,07170010,ELA,          21,45,           2,4,          19,40,          24,51,           2,4,          47,     498.3,          40.0,          36,43
Mohawk Trail - Colrain Central,07170010,MATH,          18,38,           2,4,          16,34,          25,53,           4,9,          47,     495.6,          52.0,          36,35
Mohawk Trail - Mohawk Trail Regional High,07170505,ELA,          74,46,          13,8,          61,38,          77,48,          10,6,         161,     497.6,          42.0,         157,41
Mohawk Trail - Mohawk Trail Regional High,07170505,MATH,          79,49,          13,8,          66,41,          70,44,          11,7,         160,     499.5,          50.5,         156,50
Mohawk Trail - Sanderson Academy,07170020,ELA,          28,55,           1,2,          27,53,          23,45,           0,0,          51,     499.8,          29.5,          36,51
Mohawk Trail - Sanderson Academy,07170020,MATH,          29,57,           1,2,          28,55,          20,39,           2,4,          51,     497.8,          17.0,          37,43
Monomoy Regional School District - Chatham Elementary School,07120001,ELA,          60,55,           8,7,          52,48,          39,36,          10,9,         109,     502.1,          54.5,          60,61
Monomoy Regional School District - Chatham Elementary School,07120001,MATH,          48,44,           2,2,          46,42,          46,42,          15,14,         109,     494.2,          65.5,          60,30
Monomoy Regional School District - Harwich Elementary School,07120002,ELA,         101,47,          11,5,          90,42,         101,47,          12,6,         214,     499.1,          60.0,         117,47
Monomoy Regional School District - Harwich Elementary School,07120002,MATH,         117,54,          11,5,         106,49,          89,41,          11,5,         217,     500.3,          66.5,         120,54
Monomoy Regional School District - Monomoy Regional High School,07120515,ELA,          51,40,           5,4,          46,37,          62,49,          13,10,         126,     494.6,          53.0,         118,29
Monomoy Regional School District - Monomoy Regional High School,07120515,MATH,          50,40,           6,5,          44,35,          66,52,          10,8,         126,     496.3,          40.0,         118,37
Monomoy Regional School District - Monomoy Regional Middle School,07120315,ELA,         214,52,          22,5,         192,47,         163,40,          34,8,         411,     500.8,          57.5,         390,56
Monomoy Regional School District - Monomoy Regional Middle School,07120315,MATH,         187,46,          12,3,         175,43,         186,45,          37,9,         410,     498.3,          54.0,         389,46
Monson - Granite Valley Middle,01910310,ELA,         151,51,          10,3,         141,47,         126,42,          21,7,         298,     500.8,          72.0,         279,57
Monson - Granite Valley Middle,01910310,MATH,         133,45,          18,6,         115,39,         133,45,          32,11,         298,     498.3,          71.0,         279,46
Monson - Quarry Hill Community School,01910025,ELA,          50,42,           6,5,          44,37,          49,42,          19,16,         118,     495.1,          56.0,          57,31
Monson - Quarry Hill Community School,01910025,MATH,          40,34,           3,3,          37,31,          55,47,          23,19,         118,     490.8,          26.0,          57,20
Mount Greylock - Mt Greylock Regional High,07150505,ELA,         141,75,          43,23,          98,52,          38,20,           9,5,         188,     514.9,          63.5,         176,98
Mount Greylock - Mt Greylock Regional High,07150505,MATH,         116,62,          17,9,          99,53,          58,31,          13,7,         187,     504.7,          32.0,         171,73
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,04700105,ELA,         475,64,          67,9,         408,55,         254,34,           8,1,         737,     506.2,          63.0,         594,77
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,04700105,MATH,         472,64,          73,10,         399,54,         251,34,          14,2,         737,     506.3,          58.0,         593,79
Nahant - Johnson,01960010,ELA,          35,51,           5,7,          30,44,          31,46,           2,3,          68,     502.6,          30.0,          51,64
Nahant - Johnson,01960010,MATH,          33,49,           2,3,          31,46,          29,43,           5,7,          67,     498.4,          29.0,          50,49
Nantucket - Cyrus Peirce,01970010,ELA,         126,40,           6,2,         120,38,         141,44,          51,16,         318,     491.8,          45.0,         291,20
Nantucket - Cyrus Peirce,01970010,MATH,         101,32,           8,3,          93,29,         167,53,          48,15,         316,     490.1,          45.0,         289,18
Nantucket - Nantucket Elementary,01970005,ELA,         121,35,          11,3,         110,32,         177,51,          46,13,         344,     492.9,          51.0,         198,24
Nantucket - Nantucket Elementary,01970005,MATH,         125,36,           7,2,         118,34,         162,47,          57,17,         344,     491.7,          44.0,         197,23
Narragansett - Baldwinville Elementary,07200005,ELA,          62,36,           5,3,          57,33,          90,52,          21,12,         173,     493.4,          44.5,          70,25
Narragansett - Baldwinville Elementary,07200005,MATH,          42,24,           2,1,          40,23,         104,60,          27,16,         173,     489.2,          24.0,          70,16
Narragansett - Narragansett Middle,07200305,ELA,         179,44,          14,3,         165,40,         192,47,          40,10,         411,     495.4,          51.0,         389,32
Narragansett - Narragansett Middle,07200305,MATH,         214,52,          24,6,         190,46,         167,41,          30,7,         411,     500.7,          66.0,         389,56
Narragansett - Phillipston Memorial,07200003,ELA,          14,36,           2,5,          12,31,          18,46,           7,18,          39,     492.8,          59.0,          21,23
Narragansett - Phillipston Memorial,07200003,MATH,           8,21,           0,0,           8,21,          21,54,          10,26,          39,     485.8,          60.0,          21,10
Nashoba - Center School,07250020,ELA,         216,73,          38,13,         178,60,          77,26,           4,1,         297,     509.8,          55.0,         198,89
Nashoba - Center School,07250020,MATH,         221,74,          44,15,         177,60,          69,23,           7,2,         297,     510.4,          43.0,         200,89
Nashoba - Florence Sawyer School,07250025,ELA,         376,76,          72,15,         304,61,         106,21,          14,3,         496,     510.9,          62.0,         409,92
Nashoba - Florence Sawyer School,07250025,MATH,         360,72,          82,17,         278,56,         123,25,          14,3,         497,     511.4,          59.0,         414,91
Nashoba - Hale,07250310,ELA,         195,70,          24,9,         171,61,          78,28,           7,3,         280,     507.9,          55.0,         271,83
Nashoba - Hale,07250310,MATH,         220,80,          51,18,         169,61,          50,18,           6,2,         276,     514.2,          62.5,         266,95
Nashoba - Luther Burbank Middle School,07250305,ELA,         160,66,          45,19,         115,48,          66,27,          16,7,         242,     510.7,          60.0,         232,91
Nashoba - Luther Burbank Middle School,07250305,MATH,         185,76,          47,19,         138,57,          40,17,          17,7,         242,     513.9,          70.0,         232,95
Nashoba - Mary Rowlandson Elementary,07250010,ELA,         136,59,          28,12,         108,47,          80,35,          13,6,         229,     505.3,          60.0,         158,74
Nashoba - Mary Rowlandson Elementary,07250010,MATH,         118,51,          18,8,         100,43,         100,43,          12,5,         230,     503.1,          44.0,         157,67
Natick - Bennett-Hemenway,01980005,ELA,         154,60,          16,6,         138,54,          82,32,          21,8,         257,     502.4,          62.0,         117,62
Natick - Bennett-Hemenway,01980005,MATH,         146,57,          22,9,         124,48,          83,32,          29,11,         258,     502.1,          70.0,         116,63
Natick - Brown,01980010,ELA,         111,61,          14,8,          97,53,          59,32,          13,7,         183,     502.7,          77.0,          80,63
Natick - Brown,01980010,MATH,         117,64,          19,10,          98,54,          55,30,          11,6,         183,     505.6,          65.5,          80,75
Natick - J F Kennedy Middle School,01980305,ELA,         404,64,          51,8,         353,56,         211,33,          15,2,         630,     505.3,          46.0,         608,74
Natick - J F Kennedy Middle School,01980305,MATH,         413,66,          93,15,         320,51,         200,32,          16,3,         629,     508.2,          59.0,         608,84
Natick - Johnson,01980031,ELA,          61,66,           6,7,          55,60,          27,29,           4,4,          92,     505.4,          73.0,          45,74
Natick - Johnson,01980031,MATH,          60,65,           8,9,          52,57,          24,26,           8,9,          92,     505.0,          84.0,          45,73
Natick - Lilja Elementary,01980035,ELA,         113,66,          14,8,          99,58,          51,30,           6,4,         170,     505.2,          52.0,          81,73
Natick - Lilja Elementary,01980035,MATH,         106,62,          14,8,          92,54,          56,33,           8,5,         170,     505.4,          53.0,          81,74
Natick - Memorial,01980043,ELA,         119,72,          25,15,          94,57,          45,27,           2,1,         166,     510.3,          38.0,          89,90
Natick - Memorial,01980043,MATH,         111,67,          15,9,          96,58,          47,28,           8,5,         166,     507.4,          41.0,          89,82
Natick - Wilson Middle,01980310,ELA,         580,62,          82,9,         498,54,         302,33,          47,5,         929,     504.7,          52.0,         890,71
Natick - Wilson Middle,01980310,MATH,         594,64,         154,17,         440,47,         282,30,          52,6,         928,     508.0,          65.0,         890,84
Nauset - Nauset Regional Middle,06600305,ELA,         345,68,          68,13,         277,54,         150,29,          14,3,         509,     508.6,          65.0,         488,85
Nauset - Nauset Regional Middle,06600305,MATH,         296,58,          40,8,         256,50,         180,36,          31,6,         507,     503.8,          54.5,         488,69
Needham - Broadmeadow,01990005,ELA,         225,74,          40,13,         185,61,          75,25,           4,1,         304,     510.7,          55.5,         190,91
Needham - Broadmeadow,01990005,MATH,         220,72,          38,13,         182,60,          78,26,           6,2,         304,     511.2,          50.0,         190,91
Needham - High Rock School,01990410,ELA,         333,81,          93,23,         240,59,          71,17,           5,1,         409,     515.7,          73.0,         392,98
Needham - High Rock School,01990410,MATH,         350,85,         114,28,         236,57,          53,13,           9,2,         412,     517.7,          79.0,         397,98
Needham - Hillside Elementary,01990035,ELA,         158,66,          21,9,         137,57,          76,32,           6,3,         240,     506.3,          61.0,         148,78
Needham - Hillside Elementary,01990035,MATH,         168,70,          25,10,         143,60,          64,27,           8,3,         240,     508.8,          51.0,         148,86
Needham - John Eliot,01990020,ELA,         137,65,          22,10,         115,54,          69,33,           6,3,         212,     507.2,          64.5,         138,81
Needham - John Eliot,01990020,MATH,         139,66,          24,11,         115,54,          62,29,          11,5,         212,     507.0,          65.5,         138,80
Needham - Newman Elementary,01990050,ELA,         191,57,          30,9,         161,48,         134,40,          13,4,         338,     503.3,          52.5,         208,65
Needham - Newman Elementary,01990050,MATH,         190,56,          23,7,         167,49,         128,38,          21,6,         339,     502.6,          49.0,         211,65
Needham - Pollard Middle,01990405,ELA,         669,78,         166,19,         503,59,         173,20,          12,1,         854,     514.4,          68.0,         833,97
Needham - Pollard Middle,01990405,MATH,         696,81,         210,25,         486,57,         149,17,          12,1,         857,     517.1,          66.0,         840,98
Needham - William Mitchell,01990040,ELA,         177,73,          28,12,         149,62,          62,26,           2,1,         241,     510.4,          62.5,         158,90
Needham - William Mitchell,01990040,MATH,         189,78,          33,14,         156,65,          51,21,           1,0,         241,     513.2,          68.0,         160,94
Neighborhood House Charter (District) - Neighborhood House Charter School,04440205,ELA,         163,54,          24,8,         139,46,         123,40,          18,6,         304,     502.7,          68.0,         221,65
Neighborhood House Charter (District) - Neighborhood House Charter School,04440205,MATH,         109,36,           9,3,         100,33,         159,52,          35,12,         303,     493.0,          44.0,         220,26
New Bedford - Abraham Lincoln,02010095,ELA,         108,28,           5,1,         103,26,         230,59,          53,14,         391,     489.4,          41.0,         244,15
New Bedford - Abraham Lincoln,02010095,MATH,          89,23,           3,1,          86,22,         226,58,          75,19,         390,     485.8,          43.0,         240,10
New Bedford - Alfred J Gomes,02010063,ELA,          55,28,           3,2,          52,27,          95,49,          45,23,         195,     488.7,          55.0,         111,13
New Bedford - Alfred J Gomes,02010063,MATH,          65,34,           6,3,          59,30,          93,48,          36,19,         194,     492.3,          45.0,         112,25
New Bedford - Betsey B Winslow,02010140,ELA,          67,51,          12,9,          55,42,          58,44,           7,5,         132,     500.1,          44.5,          78,52
New Bedford - Betsey B Winslow,02010140,MATH,          62,47,           4,3,          58,44,          64,48,           6,5,         132,     498.1,          34.5,          78,45
New Bedford - Carlos Pacheco,02010105,ELA,          36,21,           2,1,          34,20,         107,63,          28,16,         171,     486.8,          36.0,         109,10
New Bedford - Carlos Pacheco,02010105,MATH,          56,33,           3,2,          53,31,          90,53,          24,14,         170,     490.0,          53.0,         107,18
New Bedford - Casimir Pulaski,02010123,ELA,         117,42,           9,3,         108,39,         122,44,          37,13,         276,     495.5,          35.0,         181,33
New Bedford - Casimir Pulaski,02010123,MATH,         133,48,          17,6,         116,42,         108,39,          34,12,         275,     498.6,          49.5,         180,47
New Bedford - Charles S Ashley,02010010,ELA,          58,36,           7,4,          51,31,          88,54,          17,10,         163,     493.2,          35.0,         106,24
New Bedford - Charles S Ashley,02010010,MATH,          68,42,           7,4,          61,37,          77,47,          18,11,         163,     495.8,          35.0,         105,36
New Bedford - Elizabeth Carter Brooks,02010015,ELA,          49,41,           1,1,          48,40,          61,51,           9,8,         119,     494.6,          44.0,          73,29
New Bedford - Elizabeth Carter Brooks,02010015,MATH,          57,48,           5,4,          52,44,          58,49,           4,3,         119,     500.3,          54.0,          73,54
New Bedford - Ellen R Hathaway,02010075,ELA,          36,25,           2,1,          34,24,          71,50,          36,25,         143,     485.8,          45.0,          77,8
New Bedford - Ellen R Hathaway,02010075,MATH,          41,29,           4,3,          37,26,          80,56,          22,15,         143,     490.8,          67.5,          76,20
New Bedford - Elwyn G Campbell,02010020,ELA,          30,33,           1,1,          29,32,          52,57,          10,11,          92,     491.1,          36.0,          65,19
New Bedford - Elwyn G Campbell,02010020,MATH,          37,40,           1,1,          36,39,          50,54,           5,5,          92,     495.2,          41.5,          64,34
New Bedford - Hayden/McFadden,02010078,ELA,          46,19,           2,1,          44,18,         121,49,          78,32,         245,     483.4,          35.0,         133,5
New Bedford - Hayden/McFadden,02010078,MATH,          62,25,           5,2,          57,23,         110,45,          73,30,         245,     486.7,          18.0,         132,11
New Bedford - Irwin M. Jacobs Elementary School,02010070,ELA,          39,30,           3,2,          36,28,          71,55,          18,14,         128,     490.7,          31.0,          77,18
New Bedford - Irwin M. Jacobs Elementary School,02010070,MATH,          34,27,           5,4,          29,23,          69,54,          25,20,         128,     488.7,          15.0,          77,15
New Bedford - James B Congdon,02010040,ELA,          79,47,           7,4,          72,43,          79,47,          10,6,         168,     496.8,          63.0,         102,37
New Bedford - James B Congdon,02010040,MATH,          93,55,           6,4,          87,52,          73,43,           2,1,         168,     501.3,          64.5,         102,58
New Bedford - Jireh Swift,02010130,ELA,          50,42,           2,2,          48,40,          68,57,           2,2,         120,     497.2,          43.0,          69,39
New Bedford - Jireh Swift,02010130,MATH,          41,34,           3,3,          38,32,          73,61,           6,5,         120,     495.2,          31.0,          68,33
New Bedford - John Avery Parker,02010115,ELA,          14,14,           0,0,          14,14,          63,62,          24,24,         101,     482.9,          46.0,          61,5
New Bedford - John Avery Parker,02010115,MATH,          16,16,           0,0,          16,16,          58,57,          27,27,         101,     481.3,          31.0,          59,6
New Bedford - John B Devalles,02010050,ELA,          38,26,           0,0,          38,26,          89,61,          18,12,         145,     490.7,          38.0,          84,18
New Bedford - John B Devalles,02010050,MATH,          42,29,           2,1,          40,27,          84,58,          20,14,         146,     492.0,          40.0,          85,24
New Bedford - Keith Middle School,02010405,ELA,         188,24,          15,2,         173,22,         428,54,         176,22,         792,     485.8,          33.0,         727,8
New Bedford - Keith Middle School,02010405,MATH,         180,23,          34,4,         146,18,         419,53,         192,24,         791,     486.7,          30.0,         709,11
New Bedford - Normandin Middle School,02010410,ELA,         246,23,           7,1,         239,23,         605,57,         207,20,"       1,058",     485.7,          29.0,         977,8
New Bedford - Normandin Middle School,02010410,MATH,         192,18,           5,0,         187,18,         646,61,         220,21,"       1,058",     484.7,          24.0,         958,9
New Bedford - Renaissance Community School for the Arts,02010124,ELA,          29,29,           1,1,          28,28,          59,58,          13,13,         101,     488.7,          39.0,          71,13
New Bedford - Renaissance Community School for the Arts,02010124,MATH,          23,23,           2,2,          21,21,          68,67,          10,10,         101,     489.5,          49.0,          71,17
New Bedford - Roosevelt Middle School,02010415,ELA,         159,22,           6,1,         153,22,         390,55,         160,23,         709,     485.5,          43.0,         628,7
New Bedford - Roosevelt Middle School,02010415,MATH,         149,21,           6,1,         143,20,         379,54,         176,25,         704,     485.0,          40.0,         622,9
New Bedford - Sgt Wm H Carney Academy,02010045,ELA,         143,37,          10,3,         133,35,         164,43,          75,20,         382,     495.1,          41.0,         205,31
New Bedford - Sgt Wm H Carney Academy,02010045,MATH,         146,38,          21,6,         125,33,         168,44,          68,18,         382,     497.0,          46.0,         204,40
New Bedford - Thomas R Rodman,02010125,ELA,          39,39,           2,2,          37,37,          49,49,          11,11,          99,     494.6,          34.0,          69,29
New Bedford - Thomas R Rodman,02010125,MATH,          58,59,          17,17,          41,41,          32,32,           9,9,          99,     505.8,          51.0,          68,76
New Bedford - Trinity Day Academy,02010510,ELA,           0,0,           0,0,           0,0,           1,8,          11,92,          12,     456.1,,           9,1
New Bedford - Trinity Day Academy,02010510,MATH,           0,0,           0,0,           0,0,           4,40,           6,60,          10,     469.7,,           7,2
New Bedford - Whaling City Junior/Senior High School,02010515,ELA,           1,10,           0,0,           1,10,           3,30,           6,60,          10,     466.4,,           6,1
New Bedford - William H Taylor,02010135,ELA,          48,55,           4,5,          44,50,          38,43,           2,2,          88,     502.0,          56.0,          51,61
New Bedford - William H Taylor,02010135,MATH,          54,61,           2,2,          52,59,          32,36,           2,2,          88,     504.9,          56.0,          51,73
New Heights Charter School of Brockton (District) - New Heights Charter School of Brockton,35130305,ELA,          73,24,           1,0,          72,24,         176,58,          56,18,         305,     487.0,          33.0,         257,11
New Heights Charter School of Brockton (District) - New Heights Charter School of Brockton,35130305,MATH,          58,19,           0,0,          58,19,         189,62,          57,19,         304,     484.9,          34.0,         256,9
New Salem-Wendell - Swift River,07280015,ELA,          31,36,           2,2,          29,34,          44,51,          11,13,          86,     492.8,,          14,24
New Salem-Wendell - Swift River,07280015,MATH,          29,33,           2,2,          27,31,          48,55,          10,11,          87,     494.5,,          14,33
Newburyport - Edward G. Molin Elementary School,02040030,ELA,         176,54,          12,4,         164,50,         130,40,          20,6,         326,     500.4,          45.0,         309,54
Newburyport - Edward G. Molin Elementary School,02040030,MATH,         184,56,          21,6,         163,50,         120,37,          23,7,         327,     501.4,          48.0,         309,59
Newburyport - Francis T Bresnahan Elementary,02040005,ELA,          82,48,          14,8,          68,40,          77,45,          11,6,         170,     501.0,,,57
Newburyport - Francis T Bresnahan Elementary,02040005,MATH,         102,60,          11,7,          91,54,          58,34,           9,5,         169,     504.3,,,71
Newburyport - Rupert A Nock Middle,02040305,ELA,         344,64,          41,8,         303,57,         164,31,          28,5,         536,     505.7,          58.0,         518,75
Newburyport - Rupert A Nock Middle,02040305,MATH,         327,61,          39,7,         288,54,         182,34,          26,5,         535,     504.4,          65.0,         517,71
Newton - A E Angier,02070005,ELA,         127,67,          32,17,          95,50,          56,29,           7,4,         190,     508.7,          42.0,         119,85
Newton - A E Angier,02070005,MATH,         115,61,          26,14,          89,47,          57,30,          18,9,         190,     505.5,          36.0,         119,75
Newton - Bigelow Middle,02070305,ELA,         330,67,          70,14,         260,53,         139,28,          26,5,         495,     507.8,          44.0,         464,83
Newton - Bigelow Middle,02070305,MATH,         358,72,         108,22,         250,50,         120,24,          18,4,         496,     511.6,          41.0,         455,91
Newton - Bowen,02070015,ELA,         146,64,          37,16,         109,48,          76,33,           7,3,         229,     506.6,          46.0,         128,79
Newton - Bowen,02070015,MATH,         140,61,          38,17,         102,45,          71,31,          18,8,         229,     506.5,          44.0,         128,79
Newton - C C Burr,02070020,ELA,         133,65,          26,13,         107,52,          61,30,          10,5,         204,     506.7,          45.0,         123,79
Newton - C C Burr,02070020,MATH,         140,69,          35,17,         105,51,          56,27,           8,4,         204,     509.4,          52.0,         123,87
Newton - Cabot,02070025,ELA,         134,64,          20,10,         114,55,          65,31,           9,4,         208,     506.6,          37.0,         135,79
Newton - Cabot,02070025,MATH,         134,64,          22,11,         112,54,          63,30,          11,5,         208,     506.8,          53.0,         135,80
Newton - Charles E Brown Middle,02070310,ELA,         542,73,          87,12,         455,61,         173,23,          30,4,         745,     510.1,          47.0,         702,89
Newton - Charles E Brown Middle,02070310,MATH,         542,73,         140,19,         402,54,         179,24,          24,3,         745,     512.1,          48.0,         696,92
Newton - Countryside,02070040,ELA,         143,68,          22,10,         121,57,          60,28,           8,4,         211,     508.4,          45.5,         134,85
Newton - Countryside,02070040,MATH,         152,72,          34,16,         118,56,          57,27,           3,1,         212,     512.7,          58.5,         134,94
Newton - F A Day Middle,02070315,ELA,         648,72,         147,16,         501,56,         215,24,          32,4,         895,     510.2,          54.0,         860,90
Newton - F A Day Middle,02070315,MATH,         675,75,         155,17,         520,58,         196,22,          29,3,         900,     512.7,          52.0,         859,94
Newton - Franklin,02070055,ELA,         140,67,          22,11,         118,56,          61,29,           8,4,         209,     506.6,          58.0,         130,79
