school_id,year,first_lang_not_eng_num,first_lang_not_eng_per,ELL_num,ELL_per,disabilities_num,disabilities_per,low_inc_num,low_inc_per,free_lunch_num,free_lunch_per,reduced_lunch_num,reduced_lunch_per,high_needs_num,high_needs_per
350243,2001,19.0,9.8,3.0,1.6,0.0,0.0,167.0,86.5,,,,,,
350138,2001,26.0,10.6,2.0,0.8,0.0,0.0,204.0,82.9,,,,,,
350575,2001,578.0,44.2,132.0,10.1,0.0,0.0,766.0,58.6,,,,,,
350255,2001,41.0,19.0,3.0,1.4,0.0,0.0,178.0,82.4,,,,,,
350264,2001,88.0,31.3,4.0,1.4,0.0,0.0,216.0,76.9,,,,,,
350266,2001,27.0,12.6,0.0,0.0,0.0,0.0,137.0,63.7,,,,,,
350268,2001,212.0,41.7,123.0,24.2,0.0,0.0,443.0,87.2,,,,,,
350278,2001,39.0,11.5,6.0,1.8,0.0,0.0,268.0,79.1,,,,,,
350565,2001,128.0,60.7,52.0,24.6,0.0,0.0,164.0,77.7,,,,,,
350691,2001,221.0,54.8,194.0,48.1,0.0,0.0,288.0,71.5,,,,,,
350240,2001,241.0,31.2,113.0,14.6,0.0,0.0,639.0,82.8,,,,,,
350298,2001,31.0,18.7,1.0,0.6,0.0,0.0,142.0,85.5,,,,,,
350302,2001,108.0,39.1,21.0,7.6,0.0,0.0,191.0,69.2,,,,,,
350304,2001,58.0,28.0,2.0,1.0,0.0,0.0,169.0,81.6,,,,,,
350308,2001,244.0,58.2,208.0,49.6,0.0,0.0,367.0,87.6,,,,,,
350690,2001,153.0,37.4,79.0,19.3,0.0,0.0,199.0,48.7,,,,,,
350535,2001,683.0,52.9,492.0,38.1,0.0,0.0,914.0,70.8,,,,,,
350326,2001,258.0,62.6,118.0,28.6,0.0,0.0,350.0,85.0,,,,,,
350328,2001,138.0,42.6,103.0,31.8,0.0,0.0,245.0,75.6,,,,,,
350346,2001,60.0,16.2,5.0,1.4,0.0,0.0,302.0,81.6,,,,,,
350445,2001,352.0,43.9,263.0,32.8,0.0,0.0,639.0,79.7,,,,,,
350366,2001,200.0,48.0,133.0,31.9,0.0,0.0,378.0,90.6,,,,,,
350360,2001,39.0,11.2,2.0,0.6,0.0,0.0,266.0,76.2,,,,,,
350258,2001,307.0,47.8,237.0,36.9,0.0,0.0,502.0,78.2,,,,,,
350363,2001,52.0,11.5,28.0,6.2,0.0,0.0,376.0,82.8,,,,,,
350370,2001,14.0,2.4,3.0,0.5,0.0,0.0,423.0,73.8,,,,,,
350374,2001,199.0,67.7,129.0,43.9,0.0,0.0,239.0,81.3,,,,,,
350380,2001,35.0,12.2,9.0,3.1,0.0,0.0,163.0,56.8,,,,,,
4240505,2001,70.0,41.2,0.0,0.0,0.0,0.0,145.0,85.3,,,,,,
4810550,2001,123.0,10.2,0.0,0.0,0.0,0.0,721.0,59.5,,,,,,
360505,2001,1.0,0.2,0.0,0.0,0.0,0.0,55.0,9.0,,,,,,
360325,2001,1.0,0.1,1.0,0.1,0.0,0.0,161.0,18.7,,,,,,
360010,2001,4.0,0.7,0.0,0.0,0.0,0.0,93.0,16.3,,,,,,
380005,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
380013,2001,17.0,2.8,4.0,0.7,0.0,0.0,3.0,0.5,,,,,,
390005,2001,11.0,2.9,3.0,0.8,0.0,0.0,9.0,2.4,,,,,,
400033,2001,3.0,0.9,0.0,0.0,0.0,0.0,31.0,9.1,,,,,,
400505,2001,83.0,6.1,0.0,0.0,0.0,0.0,51.0,3.8,,,,,,
400050,2001,32.0,12.9,0.0,0.0,0.0,0.0,31.0,12.5,,,,,,
400305,2001,34.0,4.9,3.0,0.4,0.0,0.0,78.0,11.3,,,,,,
400015,2001,15.0,4.3,1.0,0.3,0.0,0.0,17.0,4.9,,,,,,
400005,2001,23.0,6.7,3.0,0.9,0.0,0.0,81.0,23.8,,,,,,
400025,2001,15.0,3.4,0.0,0.0,0.0,0.0,20.0,4.6,,,,,,
400020,2001,10.0,3.1,2.0,0.6,0.0,0.0,27.0,8.4,,,,,,
400310,2001,20.0,4.0,0.0,0.0,0.0,0.0,33.0,6.5,,,,,,
410010,2001,0.0,0.0,0.0,0.0,0.0,0.0,39.0,13.2,,,,,,
410005,2001,4.0,1.0,1.0,0.3,0.0,0.0,53.0,13.4,,,,,,
6250505,2001,6.0,0.4,0.0,0.0,0.0,0.0,43.0,2.8,,,,,,
6250020,2001,3.0,0.6,0.0,0.0,0.0,0.0,69.0,13.8,,,,,,
430005,2001,0.0,0.0,0.0,0.0,0.0,0.0,37.0,10.5,,,,,,
9100705,2001,10.0,2.5,0.0,0.0,0.0,0.0,66.0,16.8,,,,,,
8100605,2001,91.0,10.7,0.0,0.0,0.0,0.0,135.0,15.9,,,,,,
440080,2001,28.0,35.9,1.0,1.3,0.0,0.0,77.0,98.7,,,,,,
440505,2001,1169.0,29.6,364.0,9.2,0.0,0.0,846.0,21.4,,,,,,
440010,2001,57.0,7.2,0.0,0.0,0.0,0.0,239.0,30.2,,,,,,
440110,2001,0.0,0.0,0.0,0.0,0.0,0.0,350.0,49.9,,,,,,
440001,2001,265.0,42.7,157.0,25.3,0.0,0.0,450.0,72.6,,,,,,
440405,2001,288.0,40.3,151.0,21.1,0.0,0.0,304.0,42.6,,,,,,
440023,2001,377.0,37.8,170.0,17.0,0.0,0.0,0.0,0.0,,,,,,
